States,Region,SalesKey,Civilité,Feedback,DateKey
BOBIGNY,93000,5165,3,10,2021-02-15
PARIS 15EME ARRONDISSEMENT,75015,5166,3,4,2021-05-06
PIERREFITTE SUR SEINE,93380,5167,2,7,2021-07-17
PIERREFITTE SUR SEINE,93380,5168,3,10,2021-09-30
PARIS 18EME ARRONDISSEMENT,75018,5169,3,8,2022-01-04
PANTIN,93500,5170,3,6,2022-03-23
STAINS,93240,5171,3,10,2022-06-10
MOISSY CRAMAYEL,77550,5172,1,7,2022-09-16
AUBERVILLIERS,93300,5173,3,10,2023-04-07
DRANCY,93700,5174,1,1,2023-06-15
MALAKOFF,92240,5175,3,3,2023-08-22
BOULOGNE BILLANCOURT,92100,5176,1,7,2023-10-18
CERGY,95800,5177,1,0,2024-02-03
LA GARENNE COLOMBES,92250,5178,1,7,2024-05-07
VILLEPARISIS,77270,5179,5,2,2018-06-04
STAINS,93240,5180,5,10,2018-08-14
ST DENIS,93200,5181,3,6,2019-01-22
PARIS 12EME ARRONDISSEMENT,75012,5182,3,2,2019-06-03
BOUFFEMONT,95570,5183,3,5,2019-09-05
GARGES LES GONESSE,95140,5184,3,1,2019-10-29
AUBERVILLIERS,93300,5185,3,7,2020-01-31
ST OUEN,93400,5186,3,9,2020-06-01
MONTREUIL,93100,5187,3,5,2020-07-03
ROSNY SOUS BOIS,93110,5188,3,10,2020-08-22
PIERREFITTE SUR SEINE,93380,5189,3,5,2020-11-23
EPINAY SUR SEINE,93800,5190,3,5,2021-05-06
BREUILLET,91650,5191,3,5,2021-07-21
GOUSSAINVILLE,95190,5192,1,0,2021-09-30
DRANCY,93700,5193,3,0,2022-01-04
SURVILLIERS,95470,5194,3,8,2022-03-23
ST BRICE SOUS FORET,95350,5195,1,2,2022-06-11
CHEVREUSE,78460,5196,2,6,2023-01-23
GOUSSAINVILLE,95190,5197,3,5,2023-06-15
DOMPTIN,2310,5198,1,2,2023-08-22
SARCELLES,95200,5199,3,4,2023-10-18
STAINS,93240,5200,3,9,2024-02-03
PARIS 20EME ARRONDISSEMENT,75020,5201,3,10,2024-05-08
STAINS,93240,5202,2,5,2018-08-16
BONDY,93140,5203,3,9,2019-04-08
VILLIERS LE BEL,95400,5204,3,3,2019-09-05
EPINAY SUR SEINE,93800,5205,1,8,2019-10-30
GARGES LES GONESSE,95140,5206,3,1,2019-12-12
VILLIERS LE BEL,95400,5207,3,3,2020-06-01
VITRY SUR SEINE,94400,5208,1,0,2020-07-03
REIMS,51100,5209,2,3,2021-02-15
VILLENEUVE ST GEORGES,94190,5210,3,1,2021-07-21
CESSON,77240,5211,3,1,2021-09-30
MONTMAGNY,95360,5212,1,4,2022-01-04
GENNEVILLIERS,92230,5213,3,5,2022-03-23
PARIS 18EME ARRONDISSEMENT,75018,5214,1,3,2022-06-11
MARINES,95640,5215,1,2,2022-09-20
AULNAY SOUS BOIS,93600,5216,3,3,2023-01-23
MONTFERMEIL,93370,5217,1,9,2023-06-15
VAUREAL,95490,5218,3,5,2023-08-22
SARCELLES,95200,5219,3,5,2024-02-03
MONTMORENCY,95160,5220,3,8,2024-05-08
STAINS,93240,5221,3,3,2018-06-06
STAINS,93240,5222,2,9,2018-08-16
.,,5223,4,1,2018-11-17
AUBERVILLIERS,93300,5224,2,0,2019-01-23
NANTERRE,92000,5225,3,10,2019-04-08
PARIS 18EME ARRONDISSEMENT,75018,5226,3,8,2019-06-05
SARCELLES,95200,5227,1,1,2019-07-15
PIERREFITTE SUR SEINE,93380,5228,1,1,2019-10-30
AUBERVILLIERS,93300,5229,3,2,2020-02-01
GONESSE,95500,5230,3,8,2020-06-01
L ILE ST DENIS,93450,5231,5,10,2020-07-03
PIERREFITTE SUR SEINE,93380,5232,3,0,2021-02-15
DOMONT,95330,5233,3,6,2021-05-07
EPINAY SUR SEINE,93800,5234,3,9,2021-07-21
VILLETANEUSE,93430,5235,3,2,2021-10-01
GARGES LES GONESSE,95140,5236,3,5,2022-01-04
STAINS,93240,5237,3,2,2022-06-11
STAINS,93240,5238,3,5,2022-09-21
SARCELLES,95200,5239,1,1,2023-01-23
LA TAILLEE,85450,5240,3,1,2023-04-08
EPINAY SUR SEINE,93800,5241,1,8,2023-06-15
ANNEMASSE,74100,5242,1,5,2023-08-23
MONTMAGNY,95360,5243,1,9,2023-10-19
MONTREUIL,93100,5244,3,10,2024-02-05
DUGNY,93440,5245,3,2,2024-05-08
ST OUEN L AUMONE,95310,5246,3,8,2018-08-16
STAINS,93240,5247,3,4,2019-01-23
STAINS,93240,5248,1,8,2019-06-05
PARIS 19EME ARRONDISSEMENT,75019,5249,3,5,2019-09-05
GARGES LES GONESSE,95140,5250,3,7,2020-02-03
BOBIGNY,93000,5251,3,2,2020-06-01
STAINS,93240,5252,3,10,2020-08-25
PIERREFITTE SUR SEINE,93380,5253,3,1,2021-02-15
GARGES LES GONESSE,95140,5254,3,9,2021-05-10
STAINS,93240,5255,1,1,2021-07-21
AUBERVILLIERS,93300,5256,3,3,2021-10-01
JOUY LE MOUTIER,95280,5257,3,2,2022-01-04
DAMPMART,77400,5258,3,9,2022-03-25
ST DENIS,93200,5259,3,3,2022-06-13
DRANCY,93700,5260,3,1,2022-09-21
METZ,57070,5261,1,6,2023-01-23
ASNIERES SUR SEINE,92600,5262,2,6,2023-04-08
RONQUEROLLES,95340,5263,1,6,2023-06-15
GRIGNY,91350,5264,1,9,2023-08-23
GARGES LES GONESSE,95140,5265,3,2,2023-10-19
DUGNY,93440,5266,3,8,2024-05-08
BONNEUIL EN FRANCE,95500,5267,3,9,2018-06-07
GARGES LES GONESSE,95140,5268,3,7,2018-11-19
STAINS,93240,5269,3,9,2019-01-23
SEVRAN,93270,5270,1,10,2019-06-05
SARCELLES,95200,5271,3,0,2019-07-15
EZANVILLE,95460,5272,3,2,2019-09-05
MONTMAGNY,95360,5273,1,9,2019-10-30
GARGES LES GONESSE,95140,5274,5,2,2020-02-03
LIVRY GARGAN,93190,5275,3,4,2020-04-23
NOISY LE SEC,93130,5276,3,8,2020-06-01
FONTENAY EN PARISIS,95190,5277,3,2,2020-07-03
LE BLANC MESNIL,93150,5278,1,5,2020-08-25
GRIGNY,91350,5279,3,3,2020-11-26
GONESSE,95500,5280,1,4,2021-02-15
ARGENTEUIL,95100,5281,3,6,2021-05-10
VILLETANEUSE,93430,5282,3,9,2021-07-21
SARCELLES,95200,5283,3,8,2021-10-01
LE PRE ST GERVAIS,93310,5284,3,5,2022-01-04
LA COURNEUVE,93120,5285,3,8,2022-03-25
ST CLOUD,92210,5286,3,1,2022-06-13
SARCELLES,95200,5287,3,9,2022-09-21
CARRIERES SUR SEINE,78420,5288,3,7,2023-01-24
ST CYR L ECOLE,78210,5289,3,3,2023-04-08
CERGY,95800,5290,3,1,2023-06-15
LA ROCHE SUR YON,85000,5291,3,9,2023-08-23
GARGES LES GONESSE,95140,5292,3,2,2023-10-19
ST DENIS,93200,5293,3,0,2024-05-08
ROSNY SOUS BOIS,93110,5294,3,10,2018-08-16
TREMBLAY EN FRANCE,93290,5295,1,3,2019-04-09
LES PAVILLONS SOUS BOIS,93320,5296,3,5,2019-06-05
PIERREFITTE SUR SEINE,93380,5297,1,3,2019-07-15
ST DENIS,93200,5298,3,4,2019-09-06
LISIEUX,14100,5299,3,5,2019-10-31
PIERREFITTE SUR SEINE,93380,5300,3,3,2019-12-13
SARCELLES,95200,5301,3,10,2020-02-03
PIERREFITTE SUR SEINE,93380,5302,3,0,2020-04-23
VILLEMOMBLE,93250,5303,3,9,2020-06-01
PIERREFITTE SUR SEINE,93380,5304,1,4,2020-07-03
GARGES LES GONESSE,95140,5305,3,5,2020-08-25
ROSNY SOUS BOIS,93110,5306,3,3,2021-02-15
VILLEPINTE,93420,5307,3,8,2021-05-10
PIERREFITTE SUR SEINE,93380,5308,3,6,2021-07-21
TAVERNY,95150,5309,3,5,2021-10-01
ROSNY SOUS BOIS,93110,5310,3,9,2022-01-04
LA COURNEUVE,93120,5311,1,2,2022-09-22
ROUEN,76000,5312,3,4,2023-04-08
CHEVILLY LARUE,94550,5313,3,6,2023-06-16
BOULOGNE BILLANCOURT,92100,5314,5,6,2023-08-23
ST DENIS,93200,5315,3,10,2024-02-06
CHELLES,77500,5316,3,3,2024-05-10
VILLETANEUSE,93430,5317,3,8,2018-06-07
ROSNY SOUS BOIS,93110,5318,3,4,2018-08-16
ARNOUVILLE LES GONESSE,95400,5319,3,8,2018-11-20
ST DENIS,93200,5320,5,6,2019-01-24
ST DENIS,93200,5321,1,5,2019-04-09
DRANCY,93700,5322,3,6,2019-06-06
ST LEGER DES AUBEES,28700,5323,3,0,2019-07-15
SEVRAN,93270,5324,1,9,2019-12-13
ST MARD,77230,5325,5,3,2020-02-03
LE BLANC MESNIL,93150,5326,1,8,2020-07-03
PIERREFITTE SUR SEINE,93380,5327,3,8,2020-08-25
BLOIS,41000,5328,3,8,2021-02-15
VILLEMOMBLE,93250,5329,3,4,2021-05-10
ARGENTEUIL,95100,5330,3,7,2021-07-21
PIERREFITTE SUR SEINE,93380,5331,3,0,2023-01-25
STAINS,93240,5332,1,9,2023-04-10
SURESNES,92150,5333,3,8,2023-06-17
AULNAY SOUS BOIS,93600,5334,3,4,2023-08-23
EPINAY SUR SEINE,93800,5335,3,5,2023-10-19
STAINS,93240,5336,3,5,2024-02-06
PIERREFITTE SUR SEINE,93380,5337,3,1,2024-05-10
STAINS,93240,5338,1,8,2018-06-07
EPINAY SUR SEINE,93800,5339,3,9,2019-01-24
LE THILLAY,95500,5340,1,0,2019-04-09
STAINS,93240,5341,3,9,2019-07-15
ASNIERES SUR SEINE,92600,5342,1,5,2019-09-06
RUEIL MALMAISON,92500,5343,3,6,2020-08-26
LOGNES,77185,5344,3,1,2021-02-15
MONTBOUY,45230,5345,3,5,2021-05-10
DOMONT,95330,5346,3,6,2021-07-22
PIERREFITTE SUR SEINE,93380,5347,3,0,2022-03-28
ST CLOUD,92210,5348,3,8,2022-06-14
MONTREUIL,93100,5349,3,3,2022-09-22
ENGHIEN LES BAINS,95880,5350,3,9,2023-01-25
PIERREFITTE SUR SEINE,93380,5351,3,8,2023-06-17
DENAIN,59220,5352,1,4,2023-10-20
ARNOUVILLE LES GONESSE,95400,5353,3,1,2024-02-07
BOBIGNY,93000,5354,3,8,2024-05-10
MONTMAGNY,95360,5355,3,10,2018-06-07
PIERREFITTE SUR SEINE,93380,5356,3,3,2018-08-18
.,,5357,3,9,2018-11-21
PIERREFITTE SUR SEINE,93380,5358,3,3,2019-04-09
PIERREFITTE SUR SEINE,93380,5359,1,7,2019-06-06
SOISY SOUS MONTMORENCY,95230,5360,1,3,2019-09-06
EVRY,91000,5361,1,7,2019-10-31
PIERREFITTE SUR SEINE,93380,5362,1,4,2019-12-14
VILLEMOMBLE,93250,5363,3,10,2020-02-03
PIERREFITTE SUR SEINE,93380,5364,3,0,2020-06-01
NOISY LE SEC,93130,5365,3,9,2020-07-04
VILLIERS LE BEL,95400,5366,3,6,2020-08-26
SARCELLES,95200,5367,3,8,2021-05-10
MONTREUIL,93100,5368,3,6,2021-07-22
LE BLANC MESNIL,93150,5369,3,6,2021-10-05
PIERREFITTE SUR SEINE,93380,5370,1,7,2022-01-05
SARCELLES,95200,5371,3,3,2022-09-22
DRANCY,93700,5372,3,2,2023-01-25
PANTIN,93500,5373,3,2,2023-04-11
GONESSE,95500,5374,3,9,2023-06-19
DUNKERQUE,59430,5375,1,4,2023-10-20
PIERREFITTE SUR SEINE,93380,5376,3,9,2024-02-07
PIERREFITTE SUR SEINE,93380,5377,3,4,2024-05-10
BONDY,93140,5378,3,7,2018-06-08
PIERREFITTE SUR SEINE,93380,5379,3,2,2018-08-18
STAINS,93240,5380,3,2,2019-01-24
SEVRAN,93270,5381,3,3,2019-04-09
STAINS,93240,5382,3,9,2019-06-06
FRANCONVILLE,95130,5383,3,9,2019-07-15
MAISONS ALFORT,94700,5384,3,5,2019-09-06
PIERREFITTE SUR SEINE,93380,5385,3,0,2020-02-04
MONTREUIL,93100,5386,3,1,2020-07-06
PARIS 15EME ARRONDISSEMENT,75015,5387,3,6,2020-08-26
GOINCOURT,60000,5388,3,2,2021-02-17
STAINS,93240,5389,3,4,2021-07-22
VILLIERS LE BEL,95400,5390,3,3,2021-10-05
SANNOIS,95110,5391,1,6,2022-01-06
PIERREFITTE SUR SEINE,93380,5392,3,0,2022-03-28
SARCELLES,95200,5393,3,3,2022-06-14
GARGES LES GONESSE,95140,5394,3,2,2022-09-23
STAINS,93240,5395,1,5,2023-01-25
BOBIGNY,93000,5396,3,4,2023-04-12
PARIS 13EME ARRONDISSEMENT,75013,5397,3,6,2023-06-19
BONDY,93140,5398,3,3,2023-08-23
BAGES,66670,5399,3,7,2023-10-20
PARIS 17EME ARRONDISSEMENT,75017,5400,3,4,2024-05-13
PIERREFITTE SUR SEINE,93380,5401,3,3,2018-08-18
 CLICHY SOUS BOIS,93390,5402,3,1,2018-11-21
STAINS,93240,5403,3,2,2019-01-24
NOISY LE SEC,93130,5404,3,3,2019-07-15
PIERREFITTE SUR SEINE,93380,5405,5,8,2019-09-06
DEUIL LA BARRE,95170,5406,3,9,2019-11-02
GARGES LES GONESSE,95140,5407,3,9,2020-04-24
PARIS 20EME ARRONDISSEMENT,75020,5408,3,6,2021-02-17
LE BLANC MESNIL,93150,5409,3,9,2021-05-11
GOUSSAINVILLE,95190,5410,3,5,2021-07-22
FONTENAY SOUS BOIS,94120,5411,3,6,2021-10-05
SANNOIS,95110,5412,1,9,2022-01-06
LYON 1ER ARRONDISSEMENT,69001,5413,1,3,2022-06-14
LA COURNEUVE,93120,5414,3,7,2022-09-23
ARGENTEUIL,95100,5415,1,5,2023-06-19
LINAS,91310,5416,3,6,2023-08-24
ARGENTEUIL,95100,5417,3,5,2023-10-20
SOISY SOUS MONTMORENCY,95230,5418,3,8,2024-02-07
GARGES LES GONESSE,95140,5419,3,7,2024-05-13
BEZONS,95870,5420,3,5,2018-06-08
PARIS 20EME ARRONDISSEMENT,75020,5421,5,8,2018-08-18
CLICHY SOUS BOIS,93390,5422,3,9,2018-11-22
GOUSSAINVILLE,95190,5423,3,0,2019-01-24
PARIS 20EME ARRONDISSEMENT,75020,5424,3,2,2019-04-10
PARIS 13EME ARRONDISSEMENT,75013,5425,3,6,2019-11-02
AULNAY SOUS BOIS,93600,5426,3,6,2020-02-04
CROUY EN THELLE,60530,5427,3,6,2020-08-26
SARCELLES,95200,5428,1,8,2020-11-30
ST DENIS,93200,5429,2,6,2021-05-11
VILLETANEUSE,93430,5430,3,5,2021-07-22
PARIS 19EME ARRONDISSEMENT,75019,5431,3,8,2021-10-05
NEUILLY PLAISANCE,93360,5432,3,5,2022-01-06
EPINAY SUR SEINE,93800,5433,3,10,2022-09-26
STAINS,93240,5434,1,0,2023-01-26
GOUSSAINVILLE,95190,5435,3,5,2023-08-24
PIERREFITTE SUR SEINE,93380,5436,3,0,2023-10-21
CHAMPIGNY SUR MARNE,94500,5437,3,5,2024-05-13
PIERREFITTE SUR SEINE,93380,5438,2,4,2018-06-08
BEZONS,95870,5439,5,8,2018-08-18
LA PLAINE ST DENIS,93210,5440,5,8,2018-11-22
ST DENIS,93200,5441,3,4,2019-04-11
PIERREFITTE SUR SEINE,93380,5442,3,2,2019-06-06
VILLIERS LE BEL,95400,5443,3,1,2019-07-15
AUBERVILLIERS,93300,5444,3,7,2019-11-02
AVALLON,89200,5445,3,6,2019-12-14
AULNAY SOUS BOIS,93600,5446,3,9,2020-02-04
PIERREFITTE SUR SEINE,93380,5447,3,6,2020-07-06
PIERREFITTE SUR SEINE,93380,5448,3,5,2020-08-26
PIERREFITTE SUR SEINE,93380,5449,3,9,2020-11-30
STAINS,93240,5450,1,10,2021-02-18
ST DENIS,93200,5451,1,6,2021-05-11
BESANCON,25000,5452,3,5,2021-07-22
PARIS 18EME ARRONDISSEMENT,75018,5453,3,3,2021-10-05
BONDY,93140,5454,1,7,2022-01-06
VILLIERS LE BEL,95400,5455,3,3,2022-06-14
GARGES LES GONESSE,95140,5456,3,3,2023-04-12
ORSAY,91400,5457,3,10,2023-08-24
GARGES LES GONESSE,95140,5458,3,0,2023-10-23
BONDY,93140,5459,1,0,2024-02-08
L ILE ST DENIS,93450,5460,5,1,2024-05-13
PIERREFITTE SUR SEINE,93380,5461,2,8,2018-06-08
STAINS,93240,5462,1,0,2018-08-20
BALAGNY SUR THERAIN,60250,5463,1,10,2019-04-11
PIERREFITTE SUR SEINE,93380,5464,3,0,2019-06-06
LES PAVILLONS SOUS BOIS,93320,5465,3,4,2019-07-15
PANTIN,93500,5466,3,3,2019-11-02
GARGES LES GONESSE,95140,5467,3,1,2019-12-16
BOBIGNY,93000,5468,3,9,2020-02-04
PIERREFITTE SUR SEINE,93380,5469,3,9,2020-04-24
LA COURNEUVE,93120,5470,3,8,2020-06-02
PARIS 18EME ARRONDISSEMENT,75018,5471,3,1,2020-07-06
SARCELLES,95200,5472,3,5,2020-08-27
DUGNY,93440,5473,3,8,2021-02-18
STAINS,93240,5474,1,2,2021-05-11
ARNOUVILLE LES GONESSE,95400,5475,3,6,2021-07-22
VILLEPINTE,93420,5476,3,4,2021-10-05
LE BLANC MESNIL,93150,5477,3,5,2022-01-06
BRETIGNY SUR ORGE,91220,5478,3,5,2022-06-15
AUBERVILLIERS,93300,5479,3,4,2022-09-26
PANTIN,93500,5480,3,5,2023-01-26
MONTREUIL,93100,5481,1,2,2023-04-12
PARIS,75019,5482,3,1,2023-06-19
LONGPONT,2600,5483,3,1,2023-08-24
HERBLAY,95220,5484,5,4,2023-10-23
MONTMAGNY,95360,5485,1,10,2024-02-08
BAGNEUX,92220,5486,2,3,2024-05-13
.,,5487,2,2,2018-06-08
VILLIERS LE BEL,95400,5488,3,10,2018-08-20
PIERREFITTE SUR SEINE,93380,5489,1,4,2018-11-22
GAGNY,93220,5490,3,10,2019-01-26
PIERREFITTE SUR SEINE,93380,5491,3,10,2019-04-11
GARGES LES GONESSE,95140,5492,3,3,2019-07-16
LIVRY GARGAN,93190,5493,1,5,2019-12-16
GOUSSAINVILLE,95190,5494,3,7,2020-02-04
PIERREFITTE SUR SEINE,93380,5495,3,4,2020-04-24
ST DENIS,93200,5496,1,4,2020-06-02
ORLY,94310,5497,1,10,2020-08-27
GARGES LES GONESSE,95140,5498,3,6,2020-11-30
LE BLANC MESNIL,93150,5499,2,5,2021-02-18
PIERREFITTE SUR SEINE,93380,5500,3,4,2021-07-22
PARIS 20EME ARRONDISSEMENT,75020,5501,5,1,2021-10-05
ST DENIS,93200,5502,3,4,2022-01-06
BORDEAUX,33300,5503,1,2,2022-03-28
JOUY LE MOUTIER,95280,5504,3,3,2022-06-16
PIERREFITTE SUR SEINE,93380,5505,3,3,2022-09-26
VILLIERS LE BEL,95400,5506,1,9,2023-01-26
LE PRE ST GERVAIS,93310,5507,1,5,2023-06-19
ROMAINVILLE,93230,5508,3,2,2023-08-25
PARIS 13EME ARRONDISSEMENT,75013,5509,3,2,2024-05-14
LE BLANC MESNIL,93150,5510,3,4,2018-06-08
L ISLE ADAM,95290,5511,3,1,2018-08-20
CLICHY SOUS BOIS,93390,5512,1,7,2019-04-11
STAINS,93240,5513,3,6,2019-06-06
SARCELLES,95200,5514,3,0,2019-07-16
CHANTELOUP LES VIGNES,78570,5515,3,1,2019-12-16
ST GRATIEN,95210,5516,3,3,2020-02-04
ARNOUVILLE LES GONESSE,95400,5517,1,10,2020-06-02
MONTMAGNY,95360,5518,3,1,2020-07-06
GARGES LES GONESSE,95140,5519,3,0,2020-08-28
VILLEPINTE,93420,5520,3,3,2020-11-30
CERGY,95800,5521,3,0,2021-07-22
MONTMAGNY,95360,5522,3,10,2021-10-05
PARIS 19EME ARRONDISSEMENT,75019,5523,3,6,2022-06-16
VILLERS LES NANCY,54600,5524,3,2,2022-09-26
PARIS 19EME ARRONDISSEMENT,75019,5525,3,9,2023-01-27
ST DENIS,93200,5526,3,9,2023-04-13
STAINS,93240,5527,3,9,2023-08-25
BOBIGNY,93000,5528,3,7,2023-10-24
GONESSE,95500,5529,3,3,2024-05-14
GARGES LES GONESSE,95140,5530,3,3,2018-06-08
LE PRE ST GERVAIS,93310,5531,3,5,2018-11-23
DRANCY,93700,5532,3,10,2019-04-11
VILLEMOMBLE,93250,5533,3,7,2019-06-07
GARGES LES GONESSE,95140,5534,3,9,2019-07-17
VILLIERS LE BEL,95400,5535,5,9,2020-02-05
VILLETANEUSE,93430,5536,3,0,2020-06-02
PIERREFITTE SUR SEINE,93380,5537,5,9,2020-08-28
PIERREFITTE SUR SEINE,93380,5538,2,8,2020-11-30
MASSY,91300,5539,1,5,2021-05-12
COLOMBES,92700,5540,2,5,2021-07-22
COLOMBES,92700,5541,1,5,2021-10-05
PIERREFITTE SUR SEINE,93380,5542,3,2,2022-01-06
SARCELLES,95200,5543,3,6,2022-06-16
GONESSE,95500,5544,3,9,2022-09-26
FR,9320,5545,1,8,2023-01-27
STAINS,93240,5546,1,1,2023-06-20
BOUFFEMONT,95570,5547,1,3,2023-08-25
STAINS,93240,5548,5,5,2024-05-14
 BEZONS,95870,5549,3,8,2018-06-09
LE PRE ST GERVAIS,93310,5550,3,9,2018-11-23
PIERREFITTE SUR SEINE,93380,5551,3,10,2019-04-11
STAINS,93240,5552,5,5,2019-06-07
LUZARCHES,95270,5553,1,9,2019-12-16
STAINS,93240,5554,5,5,2020-02-05
LA COURNEUVE,93120,5555,3,4,2020-06-02
MONTIGNY LES CORMEILLES,95370,5556,3,2,2020-08-29
PIERREFITTE SUR SEINE,93380,5557,1,6,2020-11-30
VALENTON,94460,5558,1,0,2021-05-12
PANTIN,93500,5559,3,8,2021-07-22
VILLENEUVE LA GARENNE,92390,5560,3,6,2021-10-05
EPINAY SUR SEINE,93800,5561,3,7,2022-01-06
ST DENIS,93200,5562,3,0,2022-03-30
GONESSE,95500,5563,3,5,2022-06-16
AULNAY SOUS BOIS,93600,5564,3,5,2022-09-27
GONESSE,95500,5565,3,0,2023-01-28
ST OUEN,93400,5566,1,1,2023-04-14
STAINS,93240,5567,1,7,2023-06-20
BOUFFEMONT,95570,5568,1,7,2023-08-25
GENNEVILLIERS,92230,5569,3,10,2023-10-25
MONTFERMEIL,93370,5570,1,1,2024-05-14
BEZONS,95870,5571,3,6,2018-06-09
ST DENIS,93200,5572,3,10,2018-08-23
PIERREFITTE SUR SEINE,93380,5573,3,4,2018-11-23
GARGES LES GONESSE,95140,5574,5,4,2019-06-07
AUBERVILLIERS,93300,5575,3,9,2019-07-17
AULNAY SOUS BOIS,93600,5576,3,10,2019-11-04
ARGENTEUIL,95100,5577,3,6,2020-06-02
DRANCY,93700,5578,1,1,2020-07-06
SAVIGNY SUR ORGE,91600,5579,3,0,2020-08-29
LE PRE ST GERVAIS,93310,5580,3,3,2020-12-01
ALFORTVILLE,94140,5581,3,6,2021-02-19
CERGY,95000,5582,3,1,2021-07-22
SARCELLES,95200,5583,3,8,2021-10-05
EPINAY SUR SEINE,93800,5584,3,2,2022-01-07
PIERREFITTE SUR SEINE,93380,5585,1,5,2022-03-30
ST DENIS,93200,5586,1,3,2022-06-16
DEUIL LA BARRE,95170,5587,3,7,2023-01-28
MONTREUIL,93100,5588,3,8,2023-04-14
MONTMORENCY,95160,5589,3,5,2023-08-26
ERAGNY,95610,5590,3,1,2023-10-25
ST DENIS,93200,5591,1,4,2024-02-09
PIERREFITTE SUR SEINE,93380,5592,1,0,2024-05-14
LIVRY GARGAN,93190,5593,3,3,2018-06-09
ST DENIS,93200,5594,3,8,2018-08-23
DEUIL LA BARRE,95170,5595,3,5,2019-01-28
ARGENTEUIL,95100,5596,1,9,2019-04-11
PIERREFITTE SUR SEINE,93380,5597,3,6,2019-07-17
ST DENIS,93200,5598,3,4,2019-09-07
LIVRY GARGAN,93190,5599,3,7,2019-11-04
MONTREUIL,93100,5600,3,4,2019-12-16
GARGES LES GONESSE,95140,5601,3,7,2020-02-05
COURTRY,77181,5602,3,8,2020-06-02
GARGES LES GONESSE,95140,5603,1,6,2020-12-01
DUGNY,93440,5604,5,4,2021-02-19
ST DENIS,93200,5605,5,8,2021-07-22
PIERREFITTE SUR SEINE,93380,5606,3,3,2021-10-05
ST DENIS,93200,5607,1,5,2022-01-07
EPINAY SUR SEINE,93800,5608,3,0,2022-03-30
LE PRE ST GERVAIS,93310,5609,3,6,2022-09-27
VILLIERS LE BEL,95400,5610,1,1,2023-01-28
VILLENEUVE LA GARENNE,92390,5611,1,3,2023-04-15
MONTREUIL,93100,5612,3,6,2023-06-20
PIERREFITTE SUR SEINE,93380,5613,3,4,2023-10-25
PIERREFITTE SUR SEINE,93380,5614,3,5,2024-02-09
ROSNY SOUS BOIS,93110,5615,2,0,2018-11-24
STAINS,93240,5616,3,10,2019-01-28
VIGNEUX SUR SEINE,91270,5617,3,7,2019-04-12
LE PECQ,78230,5618,3,4,2019-07-17
SEDAN,8200,5619,3,10,2019-12-16
EPINAY SUR SEINE,93800,5620,1,10,2020-04-27
LOUVRES,95380,5621,3,9,2020-06-02
BOBIGNY,93000,5622,3,8,2020-08-29
STAINS,93240,5623,3,6,2021-05-15
BEAUMONT SUR OISE,95260,5624,1,10,2021-10-05
TREMBLAY EN FRANCE,93290,5625,3,7,2022-01-07
NEUILLY SUR MARNE,93330,5626,3,4,2022-03-31
PIERREFITTE SUR SEINE,93380,5627,3,2,2022-06-16
VILLEPINTE,93420,5628,1,9,2022-09-28
BAGNEUX,92220,5629,3,10,2023-04-15
COLOMBES,92700,5630,3,1,2023-06-20
LA PLAINE ST DENIS,93210,5631,3,1,2023-08-28
MORTEFONTAINE EN THELLE,60570,5632,3,2,2023-10-25
CHAMPIGNY SUR MARNE,94500,5633,3,3,2024-02-09
ST DENIS,93200,5634,1,7,2024-05-16
LA COURNEUVE,93120,5635,3,9,2018-06-09
AUX MARAIS,60000,5636,1,5,2018-08-24
ROSNY SOUS BOIS,93110,5637,2,1,2018-11-24
PIERREFITTE SUR SEINE,93380,5638,3,0,2019-04-12
VILLIERS LE BEL,95400,5639,3,1,2019-06-08
AUBERVILLIERS,93300,5640,1,10,2019-07-17
ST DENIS,93200,5641,1,1,2019-09-09
PIERREFITTE SUR SEINE,93380,5642,3,7,2019-12-16
COURBEVOIE,92400,5643,3,1,2020-04-27
CIRES LES MELLO,60660,5644,3,0,2021-05-17
MONTMAGNY,95360,5645,3,6,2021-07-24
BAGNEUX,92220,5646,3,1,2021-10-07
PIERREFITTE SUR SEINE,93380,5647,3,3,2022-01-07
PARIS 18EME ARRONDISSEMENT,75018,5648,3,6,2022-06-16
AUBERVILLIERS,93300,5649,3,6,2022-09-28
AMIENS,80000,5650,3,7,2023-01-30
GONESSE,95500,5651,3,5,2023-04-17
PARIS 13EME ARRONDISSEMENT,75013,5652,3,4,2023-06-21
CLAMART,92140,5653,3,5,2023-08-28
DRANCY,93700,5654,3,2,2024-05-16
LA COURNEUVE,93120,5655,3,2,2018-06-09
PIERREFITTE SUR SEINE,93380,5656,1,0,2018-08-29
ORLEANS,45000,5657,2,0,2018-11-26
LE BLANC MESNIL,93150,5658,3,8,2019-04-12
VILLIERS LE BEL,95400,5659,3,7,2019-06-08
AULNAY SOUS BOIS,93600,5660,3,10,2019-07-17
STAINS,93240,5661,3,6,2019-11-04
CHAMBLY,60230,5662,3,7,2020-06-02
PARIS 12EME ARRONDISSEMENT,75012,5663,3,4,2020-12-01
ST DENIS,93200,5664,3,9,2021-02-22
PIERREFITTE SUR SEINE,93380,5665,2,1,2021-05-17
SARCELLES,95200,5666,3,8,2021-10-08
PIERREFITTE SUR SEINE,93380,5667,3,0,2022-01-07
VILLEMOMBLE,93250,5668,5,0,2022-03-31
SARCELLES,95200,5669,1,7,2022-09-28
